"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"6375","LOC105673657","gene7979","uncharacterized LOC105673657",3675
"10078","LOC105677359","gene11363","uncharacterized LOC105677359",4253.33333333333
"5125","LOC105672407","gene6834","cell division control protein 6 homolog",2506
"5107","LOC105672389","gene6836","transmembrane 9 superfamily member 4",2551
"5104","LOC105672386","gene6839","muskelin",4663.5
"6384","LOC105673666","gene7974","sodium-coupled monocarboxylate transporter 1-like",2858
"8840","LOC105676121","gene10184","uncharacterized LOC105676121",11142
"8844","LOC105676125","gene10185","protein stoned-A",3066
"8841","LOC105676122","gene10186","protein stoned-B",7512.5
"8819","LOC105676100","gene10187","tubulin-specific chaperone cofactor E-like protein",4277.5
"3518","LOC105670800","gene5336","odorant receptor 13a-like",1202
"6172","LOC105673454","gene7789","amyloid beta A4 precursor protein-binding family B member 1-interacting protein-like",8728.33333333333
"8546","LOC105675827","gene9956","uncharacterized LOC105675827",679
"8538","LOC105675819","gene9957","uncharacterized LOC105675819",654
"8554","LOC105675835","gene9955","protein arginine N-methyltransferase 5",2905
"8553","LOC105675834","gene9953","nuclear hormone receptor FTZ-F1",6962
"8548","LOC105675829","gene9950","uncharacterized LOC105675829",1756
"3340","LOC105670622","gene5259","endophilin-A",3313
"5076","LOC105672358","gene6784","small heat shock protein hspG3-like",916.846153846154
"5049","LOC105672331","gene6785","protein gustavus",4840
"9811","LOC105677092","gene10984","tachykinin-like peptides receptor 86C",2865
"9810","LOC105677091","gene10985","probable muscarinic acetylcholine receptor gar-2",6875.66666666667
"3332","LOC105670614","gene5254","uncharacterized LOC105670614",2522
"1432","LOC105668714","gene376","GATA zinc finger domain-containing protein 15-like",1814
"1461","LOC105668743","gene377","uncharacterized LOC105668743",3582
"1554","LOC105668836","gene378","putative nuclease HARBI1",912
"1540","LOC105668822","gene379","RING finger protein PFF0165c-like",1102.5
"1265","LOC105668547","gene3329","uncharacterized LOC105668547",630
"6275","LOC105673557","gene7877","actin-binding protein anillin-like",5366.83333333333
"6256","LOC105673538","gene7872","actin cytoskeleton-regulatory complex protein PAN1",10930
"2735","LOC105670017","gene505","PHD finger protein rhinoceros",10266
"2707","LOC105669989","gene502","striatin-interacting protein 1-like",675
"2697","LOC105669979","gene501","uncharacterized protein KIAA1109-like",1362
"1980","LOC105669262","gene3889","uncharacterized LOC105669262",1179
"3639","LOC105670921","gene594","protein HGV2",2822
"3653","LOC105670935","gene595","uncharacterized LOC105670935",3003
"3468","LOC105670750","gene590","uncharacterized LOC105670750",1836
"3660","LOC105670942","gene592","uncharacterized LOC105670942",1114.5
"8417","LOC105675698","gene9826","matrix metalloproteinase-14",3217
"7655","LOC105674936","gene9048","neuroligin-4, Y-linked",7332.5
"7527","LOC105674808","gene9049","unconventional myosin-IXb",3558
"21","LOC105667303","gene2208","exonuclease 1",3056
"7566","LOC105674847","gene9040","ras-related protein Rab6",2644
"7662","LOC105674943","gene9041","neuroligin-1",5941
"7610","LOC105674891","gene9042","uncharacterized LOC105674891",6162.5
"17","LOC105667299","gene2203","uncharacterized LOC105667299",1895
"1400","LOC105668682","gene3551","lachesin-like",2650
"4237","LOC105671519","gene5928","uncharacterized LOC105671519",1102
"4016","LOC105671298","gene5920","serine proteinase stubble-like",2825
"4236","LOC105671518","gene5927","DNA helicase MCM8",2627
"4013","LOC105671295","gene5925","uncharacterized LOC105671295",6110.5
"3118","LOC105670400","gene5023","sodium-independent sulfate anion transporter",2332.5
"3126","LOC105670408","gene5021","uncharacterized LOC105670408",4012.5
"8414","LOC105675695","gene9825","kinesin-like protein KIF13B",12482
"11569","LOC105678850","gene12605","uncharacterized LOC105678850",2459
"11568","LOC105678849","gene12603","uncharacterized LOC105678849",3265
"5822","LOC105673104","gene7630","putative neutral sphingomyelinase",1782
"11821","LOC105679102","gene12939","inositol-pentakisphosphate 2-kinase",5041
"11824","LOC105679105","gene12938","uncharacterized LOC105679105",4483
"11823","LOC105679104","gene12937","protein BTG2-like",3522
"11828","LOC105679109","gene12936","spindle assembly abnormal protein 6 homolog",2666
"6514","LOC105673796","gene8116","sodium/hydrogen exchanger 7",3760
"11825","LOC105679106","gene12933","fibrillin-1-like",5230
"11829","LOC105679110","gene12931","protein SET",1082.5
"11918","LOC105679199","gene12930","uncharacterized LOC105679199",4561
"2627","LOC105669909","gene4578","uncharacterized LOC105669909",5992
"5540","LOC105672822","gene7270","MKL/myocardin-like protein 1",7992.33333333333
"5575","LOC105672857","gene7272","3-phosphoinositide-dependent protein kinase 1",6116
"5592","LOC105672874","gene7276","uncharacterized LOC105672874",4046.18181818182
"4038","LOC105671320","gene44","Na( )/H( ) exchange regulatory cofactor NHE-RF1",1909
"3965","LOC105671247","gene46","formin-binding protein 4-like",4219
"1651","LOC105668933","gene41","beta-1,4-mannosyltransferase egh",2398.25
"4217","LOC105671499","gene6000","adenylate kinase isoenzyme 5",3424
"4097","LOC105671379","gene6003","caskin-1",6494.4
"4098","LOC105671380","gene6004","NAD-dependent protein deacetylase sirtuin-7",2110
"4067","LOC105671349","gene6006","cullin-1",2977
"709","LOC105667991","gene2830","uncharacterized LOC105667991",438
"9838","LOC105677119","gene11120","heat shock protein 83",2714
"9833","LOC105677114","gene11123","facilitated trehalose transporter Tret1-like",1787.66666666667
"6129","LOC105673411","gene7661","uncharacterized LOC105673411",2935
"6055","LOC105673337","gene7666","histone-lysine N-methyltransferase 2D",14810
"6084","LOC105673366","gene7667","PH and SEC7 domain-containing protein 1",3736
"6016","LOC105673298","gene7665","histone-lysine N-methyltransferase 2C",2967
"6629","LOC105673911","gene8148","interferon regulatory factor 2-binding protein 2",3764
"9839","LOC105677120","gene11118","protein phosphatase 1 regulatory subunit 12A",3925.22222222222
"9837","LOC105677118","gene11119","ubiquitin carboxyl-terminal hydrolase 35-like",2945
"9672","LOC105676953","gene11111","uncharacterized LOC105676953",497
"9673","LOC105676954","gene11112","uncharacterized LOC105676954",374
"9503","LOC105676784","gene10832","cysteine protease ATG4D",2207.5
"9540","LOC105676821","gene10834","uncharacterized LOC105676821",3597
"8859","LOC105676140","gene10292","protein regulator of cytokinesis 1-like",3261
"11783","LOC105679064","gene1338","uncharacterized LOC105679064",3913
"8856","LOC105676137","gene10293","centrosome-associated protein 350",10796
"8860","LOC105676141","gene10294","uncharacterized LOC105676141",2129
"11792","LOC105679073","gene1337","serine/threonine-protein kinase ICK",2285
"12526","LOC105679807","gene1847","uncharacterized LOC105679807",3289.5
"9501","LOC105676782","gene10833","BAG domain-containing protein Samui",4920.5
"10612","LOC105677893","gene11833","calpain-A-like",3716.71428571429
"5329","LOC105672611","gene748","uncharacterized LOC105672611",241
"763","LOC105668045","gene299","short-chain dehydrogenase/reductase family 16C member 6-like",961
"754","LOC105668036","gene298","uncharacterized LOC105668036",3793
"703","LOC105667985","gene291","uncharacterized LOC105667985",982
"10614","LOC105677895","gene11835","uncharacterized LOC105677895",2699
"8194","LOC105675475","gene9545","SAP30-binding protein",2348
"2939","LOC105670221","gene4864","protein NRDE2 homolog",3216
"8192","LOC105675473","gene9546","negative elongation factor A",1815
"2952","LOC105670234","gene4861","DNA fragmentation factor subunit alpha-like",1547
"2950","LOC105670232","gene4860","extensin",3509
"7735","LOC105675016","gene9238","peroxidase-like",4157
"9314","LOC105676595","gene10578","striatin-3",3290
"9315","LOC105676596","gene10577","activating transcription factor 7-interacting protein 1",3578.5
"9349","LOC105676630","gene10576","probable E3 ubiquitin-protein ligase RNF144A",3003
"9183","LOC105676464","gene10573","carbohydrate sulfotransferase 11-like",2173.75
"10683","LOC105677964","gene11907","mitochondrial folate transporter/carrier",2363
"4833","LOC105672115","gene6643","uncharacterized LOC105672115",6543
"4848","LOC105672130","gene6642","uncharacterized LOC105672130",1440
"4834","LOC105672116","gene6641","angiotensin-converting enzyme-like",3618.5
"6331","LOC105673613","gene7837","maltase A2-like",3437
"4837","LOC105672119","gene6647","glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like",2446.4
"4844","LOC105672126","gene6644","uncharacterized LOC105672126",1685
"9460","LOC105676741","gene10793","aminopeptidase N-like",3503
"9533","LOC105676814","gene10794","zinc finger protein ush",4634.66666666667
"9509","LOC105676790","gene10796","HEAT repeat-containing protein 1",6454
"9531","LOC105676812","gene10799","ral guanine nucleotide dissociation stimulator",3623.2
"9545","LOC105676826","gene10798","whirlin",4174.5
"11165","LOC105678446","gene127","uncharacterized LOC105678446",363
"10049","LOC105677330","gene121","gustatory and pheromone receptor 32a-like",1670
"11326","LOC105678607","gene128","uncharacterized LOC105678607",1527
"12716","LOC105679997","gene2019","RING finger protein 10",2716.5
"12718","LOC105679999","gene2016","malectin-A",1980
"5144","LOC105672426","gene7061","uncharacterized LOC105672426",20587
"4404","LOC105671686","gene6258","lysine-specific demethylase lid",7320.5
"10831","LOC105678112","gene12036","A-kinase anchor protein 9-like",11911.5
"10844","LOC105678125","gene12037","fatty acid hydroxylase domain-containing protein 2-like",1350
"10842","LOC105678123","gene12039","probable phosphorylase b kinase regulatory subunit alpha",4027
"273","LOC105667555","gene2430","high mobility group protein DSP1",5421
"272","LOC105667554","gene2432","uncharacterized LOC105667554",1251.5
"277","LOC105667559","gene2433","DNA excision repair protein ERCC-6-like",3900
"279","LOC105667561","gene2434","uncharacterized LOC105667561",1802.75
"280","LOC105667562","gene2435","protein sidekick-2",1883.33333333333
"5476","LOC105672758","gene7158","bestrophin-4",2992.66666666667
"1760","LOC105669042","gene3763","uncharacterized LOC105669042",541
"1764","LOC105669046","gene3765","uncharacterized LOC105669046",1381.5
"9409","LOC105676690","gene10743","prominin-like protein",3989.16666666667
"5801","LOC105673083","gene794","phospholipase D3-like",2608.25
"1096","LOC105668378","gene3214","N-alpha-acetyltransferase 15, NatA auxiliary subunit",4721
"11834","LOC105679115","gene12912","sorting nexin lst-4",2869
"5987","LOC105673269","gene811","uncharacterized LOC105673269",5750
"10484","LOC105677765","gene11688","dorsal-ventral patterning tolloid-like protein 1",4178.375
"2110","LOC105669392","gene4085","TLD domain-containing protein 2",5105.21428571429
"2112","LOC105669394","gene4089","protein real-time",4112
"11907","LOC105679188","gene12987","phosphoinositide 3-kinase regulatory subunit 4",5773
"11842","LOC105679123","gene12985","PH-interacting protein",7889.2
"10099","LOC105677380","gene11560","putative helicase MOV-10",2613
"10243","LOC105677524","gene11566","zinc finger protein Pegasus",3723.8
"10248","LOC105677529","gene11568","transmembrane protein 41 homolog",1972
"3807","LOC105671089","gene5689","calcium-independent phospholipase A2-gamma-like",2827.25
"3820","LOC105671102","gene5683","microtubule-associated protein futsch-like",18712
"3826","LOC105671108","gene5680","lymphocyte antigen 6D",7709
"3855","LOC105671137","gene5681","sorting nexin-27",3147.5
"10059","LOC105677340","gene11306","RNA-binding protein 24-like",3010.75
"7470","LOC105674751","gene8954","E3 ubiquitin-protein ligase SMURF2",4879.5
"12426","LOC105679707","gene1917","sarcolemmal membrane-associated protein",4830
"5122","LOC105672404","gene6816","oxysterol-binding protein-related protein 2",2887.33333333333
"5085","LOC105672367","gene6810","adenylate cyclase type 8",5905.25
"5084","LOC105672366","gene6811","histone demethylase UTY",9725.33333333333
"881","LOC105668163","gene312","protein crumbs-like",554
"7008","LOC105674290","gene8551","tropomodulin",2820.6
"7009","LOC105674291","gene8553","uncharacterized LOC105674291",6607
"3535","LOC105670817","gene5358","odorant receptor 82a-like",1772
"6542","LOC105673824","gene8084","allatostatin-A receptor-like",3913.71428571429
"6515","LOC105673797","gene8082","dedicator of cytokinesis protein 9",8345.75
"2948","LOC105670230","gene4855","protein sarah",2156.5
"6500","LOC105673782","gene8088","mucin-17-like",7937
"8256","LOC105675537","gene9577","F-box/LRR-repeat protein 16",3834
"801","LOC105668083","gene2904","slit homolog 3 protein-like",5011
"3376","LOC105670658","gene5231","protein aubergine-like",3463
"3380","LOC105670662","gene5230","ankyrin repeat and LEM domain-containing protein 2",2298
"6781","LOC105674063","gene8371","follistatin-related protein 5-like",3471.8
"7316","LOC105674598","gene8888","proteasome activator complex subunit 4B-like",5958
"6779","LOC105674061","gene8336","solute carrier family 22 member 5-like",4365.4
"6771","LOC105674053","gene8330","protein toll",5844.75
"6354","LOC105673636","gene7812","uncharacterized LOC105673636",1169.83333333333
"409","LOC105667691","gene2549","B-box type zinc finger protein ncl-1-like",7063
"8118","LOC105675399","gene9537","ATP-binding cassette sub-family G member 1-like",3897.5
"5890","LOC105673172","gene7447","set1/Ash2 histone methyltransferase complex subunit ASH2",2148
"5784","LOC105673066","gene7443","transmembrane protein 120 homolog",1925
"5780","LOC105673062","gene7440","serine/threonine-protein kinase ULK2",3459.33333333333
"6356","LOC105673638","gene7958","voltage-dependent calcium channel subunit alpha-2/delta-3",2898.66666666667
"514","LOC105667796","gene2656","ras-like protein 3",2355
"2039","LOC105669321","gene3998","retinal homeobox protein Rx1-like",4137
"8424","LOC105675705","gene9936","uncharacterized LOC105675705",3039.4
"8461","LOC105675742","gene9931","uncharacterized LOC105675742",3059.71428571429
"8412","LOC105675693","gene9932","uridine 5'-monophosphate synthase",2144.5
"8116","LOC105675397","gene9538","uncharacterized LOC105675397",5853
"1823","LOC105669105","gene3824","fizzy-related protein homolog",5219
"878","LOC105668160","gene2969","E3 ubiquitin-protein ligase UBR5",9202
"8567","LOC105675848","gene1042","Down syndrome cell adhesion molecule-like protein Dscam2",6018
"8561","LOC105675842","gene1043","actin-like protein 6B",1533
"513","LOC105667795","gene2659","protein trapped in endoderm-1",1660
"57","LOC105667339","gene2225","mucin-5AC",3748
"27","LOC105667309","gene2224","leucine carboxyl methyltransferase 1",3184
"55","LOC105667337","gene2226","guanine nucleotide exchange factor DBS-like",7269.25
"59","LOC105667341","gene2221","lutropin-choriogonadotropic hormone receptor",5228
"48","LOC105667330","gene2222","stromal interaction molecule homolog",2923
"7571","LOC105674852","gene9066","ubiquitin-conjugating enzyme E2Q-like protein 1",1120
"7562","LOC105674843","gene9064","low-density lipoprotein receptor-related protein 2",15580
"1449","LOC105668731","gene3576","splicing factor 1-like",2457
"12262","LOC105679543","gene1596","protein tyrosine phosphatase domain-containing protein 1-like",1690
"12259","LOC105679540","gene1595","uncharacterized LOC105679540",1156
"6387","LOC105673669","gene7969","guanine nucleotide-binding protein subunit beta-5",2047
"12269","LOC105679550","gene1598","serine/threonine-protein kinase PRP4 homolog",3884.4
"11429","LOC105678710","gene12622","uncharacterized LOC105678710",8398.33333333333
"11428","LOC105678709","gene12621","protein ECT2",5970.375
"11603","LOC105678884","gene12627","guanine nucleotide exchange factor subunit Rich",5263
"11609","LOC105678890","gene12626","sodium-independent sulfate anion transporter",3428.66666666667
"11384","LOC105678665","gene12624","heparan sulfate glucosamine 3-O-sulfotransferase 6",2550
"2537","LOC105669819","gene4410","uncharacterized LOC105669819",2467.5
"314","LOC105667596","gene2481","arfaptin-2",3257.25
"305","LOC105667587","gene2480","kinetochore protein NDC80 homolog",2306
"301","LOC105667583","gene2489","dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11-like",5321.33333333333
"308","LOC105667590","gene2488","ring canal kelch homolog",5172
"11772","LOC105679053","gene12955","sphingomyelin synthase-related 1",1718.33333333333
"11773","LOC105679054","gene12951","polycomb protein EED-like",1686
"11872","LOC105679153","gene12959","signal peptide peptidase-like 3",3516.33333333333
"11860","LOC105679141","gene12958","protein kibra",9129
"11321","LOC105678602","gene12489","uncharacterized LOC105678602",7526.83333333333
"5180","LOC105672462","gene62","uncharacterized LOC105672462",1947
"5520","LOC105672802","gene7217","myosuppressin",925.666666666667
"5519","LOC105672801","gene7215","C2 domain-containing protein 5",7527
"5509","LOC105672791","gene7214","exosome complex exonuclease RRP44",3137
"5511","LOC105672793","gene7213","TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L",2756
"5513","LOC105672795","gene7210","putative odorant receptor 71a",1953
"1990","LOC105669272","gene3967","uncharacterized LOC105669272",3335.33333333333
"5568","LOC105672850","gene7219","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform",3776
"4280","LOC105671562","gene6060","uncharacterized LOC105671562",3075
"1685","LOC105668967","gene3682","nuclear pore complex protein Nup160 homolog",4454
"2245","LOC105669527","gene4240","uncharacterized LOC105669527",4214
"716","LOC105667998","gene2812","epidermal growth factor receptor substrate 15-like 1",4847.8
"724","LOC105668006","gene2810","kelch domain-containing protein 4",2096
"727","LOC105668009","gene2819","cysteine protease ATG4B",1988
"1994","LOC105669276","gene3968","mucin-5AC",4216
"8370","LOC105675651","gene9800","aminopeptidase N-like",3563
"9911","LOC105677192","gene11178","synaptosomal-associated protein 25-like",2581
"9889","LOC105677170","gene11179","oocyte zinc finger protein XlCOF6-like",2970
"10947","LOC105678228","gene12234","protein CEPU-1-like",7326
"9323","LOC105676604","gene10587","kinesin-associated protein 3",3512
"7364","LOC105674645","gene8831","neuronal PAS domain-containing protein 2",7345.5
"12434","LOC105679715","gene1868","adenylate cyclase type 6",6095
"12442","LOC105679723","gene1869","uncharacterized LOC105679723",1390
"12439","LOC105679720","gene1866","uncharacterized LOC105679720",1571
"12438","LOC105679719","gene1867","proton-coupled folate transporter",2221.33333333333
"12437","LOC105679718","gene1865","uncharacterized LOC105679718",4425.625
"12533","LOC105679814","gene1860","integrator complex subunit 1",6657.5
"7730","LOC105675011","gene9213","lysine-specific demethylase 7A-like",3412
"9207","LOC105676488","gene10553","calcium uniporter protein, mitochondrial",4509.33333333333
"9208","LOC105676489","gene10556","bifunctional heparan sulfate N-deacetylase/N-sulfotransferase",3883
"9303","LOC105676584","gene10558","uncharacterized LOC105676584",2854
"8765","LOC105676046","gene10137","probable G-protein coupled receptor 52",1855
"11982","LOC105679263","gene13058","probable methyltransferase TARBP1",5009
"4926","LOC105672208","gene6661","ankyrin-3-like",7141
"4929","LOC105672211","gene6662","uncharacterized LOC105672211",2040
"4966","LOC105672248","gene6666","coronin-2B-like",3959.8
"4953","LOC105672235","gene6668","cytosolic carboxypeptidase-like protein 5",3032
"5110","LOC105672392","gene725","RING finger protein PFF0165c-like",765.5
"10740","LOC105678021","gene11957","raf homolog serine/threonine-protein kinase phl",2646
"10734","LOC105678015","gene11953","uncharacterized LOC105678015",2023
"495","LOC105667777","gene2562","phosphatidylinositol 3-kinase regulatory subunit alpha",4386.33333333333
"5155","LOC105672437","gene7047","uncharacterized LOC105672437",3797.5
"584","LOC105667866","gene2564","ADAMTS-like protein 4",5422
"5156","LOC105672438","gene7048","uncharacterized LOC105672438",2406
"5166","LOC105672448","gene7049","vesicular integral-membrane protein VIP36",2141
"4492","LOC105671774","gene6273","basement membrane-specific heparan sulfate proteoglycan core protein",16121
"4562","LOC105671844","gene6271","uncharacterized protein YJR142W",1435
"4539","LOC105671821","gene6278","zinc finger protein with KRAB and SCAN domains 1-like",5186
"11501","LOC105678782","gene12548","BBSome-interacting protein 1",517
"10779","LOC105678060","gene12011","uncharacterized LOC105678060",1805.2
"11523","LOC105678804","gene12544","uncharacterized LOC105678804",2838
"2440","LOC105669722","gene4390","lysosome-associated membrane glycoprotein 1",1167
"12334","LOC105679615","gene1673","",245.833333333333
"12556","LOC105679837","gene1671","microtubule-associated protein futsch-like",6027.5
"4619","LOC105671901","gene6380","lipase maturation factor 2-like",3031
"2525","LOC105669807","gene4530","segmentation protein paired",2446.6
"1018","LOC105668300","gene3219","septin-2",1768
"1017","LOC105668299","gene3218","growth arrest-specific protein 2-like",3568.33333333333
"2805","LOC105670087","gene4724","uncharacterized LOC105670087",1883
"7015","LOC105674297","gene8636","ecdysone-induced protein 74EF-like",5012
"4662","LOC105671944","gene6386","uncharacterized LOC105671944",1761
"7253","LOC105674535","gene8638","myosin-IA",3374
"12758","LOC105680039","gene2044","intraflagellar transport protein 122 homolog",3698
"10282","LOC105677563","gene11544","DNA polymerase alpha catalytic subunit",4493
"10182","LOC105677463","gene11541","transcriptional adapter 2B",1728.6
"1572","LOC105668854","gene385","gamma-1-syntrophin",2812.66666666667
"1831","LOC105669113","gene3822","uncharacterized LOC105669113",3433
"373","LOC105667655","gene2519","neuropeptide FF receptor 2",6182
"1583","LOC105668865","gene384","solute carrier family 25 member 51",1363.5
"8270","LOC105675551","gene9587","uncharacterized LOC105675551",5378.5
"5315","LOC105672597","gene6879","zinc finger protein 236-like",1608.66666666667
"5183","LOC105672465","gene6874","uncharacterized LOC105672465",2100
"5316","LOC105672598","gene6876","ELMO domain-containing protein 2",1492
"5254","LOC105672536","gene6870","chaoptin-like",5273
"5253","LOC105672535","gene6871","chaoptin-like",4861
"7242","LOC105674524","gene920","tektin-4-like",2504
"7170","LOC105674452","gene923","tyrosine-protein phosphatase 10D-like",11393
"3474","LOC105670756","gene5377","sodium- and chloride-dependent GABA transporter ine-like",2116
"3489","LOC105670771","gene5374","uncharacterized LOC105670771",4498
"91","LOC105667373","gene2294","flocculation protein FLO11",3820.625
"9604","LOC105676885","gene10940","Golgi to ER traffic protein 4 homolog",3597
"9607","LOC105676888","gene10941","uncharacterized LOC105676888",2873
"9600","LOC105676881","gene10945","zinc finger homeobox protein 4",12492
"3389","LOC105670671","gene5215","diuretic hormone receptor-like",4362.8
"3346","LOC105670628","gene5217","soluble guanylate cyclase 88E",3702
"3325","LOC105670607","gene5210","methylcytosine dioxygenase TET2-like",14668.5
"3326","LOC105670608","gene5212","manganese-transporting ATPase 13A1",4940
"3345","LOC105670627","gene5218","integrin alpha-PS1",4832
"8667","LOC105675948","gene10058","uncharacterized LOC105675948",765
"8648","LOC105675929","gene10051","secretory carrier-associated membrane protein 5B",2186
"8663","LOC105675944","gene10056","glycosaminoglycan xylosylkinase",2058.33333333333
"6124","LOC105673406","gene7709","open rectifier potassium channel protein 1",4472.66666666667
"403","LOC105667685","gene2541","solute carrier organic anion transporter family member 2A1",3589.66666666667
"6142","LOC105673424","gene7708","zinc finger protein 76-like",2153.75
"8452","LOC105675733","gene9916","uncharacterized LOC105675733",653
"8440","LOC105675721","gene9917","spermine oxidase-like",3116
"6127","LOC105673409","gene7700","E3 ubiquitin-protein ligase HECW2",4586
"6486","LOC105673768","gene8063","sex-determining region Y protein-like",1150.8
"2726","LOC105670008","gene4697","dystrobrevin beta",4137
"8671","LOC105675952","gene1066","cell division cycle protein 23 homolog",2038
"9136","LOC105676417","gene1065","",201.5
"8798","LOC105676079","gene1061","protein abrupt-like",2119
"6478","LOC105673760","gene8064","fibrillin-2-like",10573.4
"7605","LOC105674886","gene9004","alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",3286.625
"7448","LOC105674729","gene9000","mitochondrial cardiolipin hydrolase",1076
"7480","LOC105674761","gene8982","E3 ubiquitin-protein ligase MARCH6",3401.66666666667
"7621","LOC105674902","gene9008","regulator of G-protein signaling loco",4385.25
"7629","LOC105674910","gene9009","M-phase inducer phosphatase-like",3313.83333333333
"4021","LOC105671303","gene5965","serine/threonine-protein kinase BRSK2",9687.5
"7473","LOC105674754","gene8980","DIS3-like exonuclease 2",2154
"7486","LOC105674767","gene8981","DIS3-like exonuclease 2",3694
"11832","LOC105679113","gene12978","protein stum",7075
"5491","LOC105672773","gene7182","60 kDa heat shock protein, mitochondrial",2583
"11876","LOC105679157","gene12972","proto-oncogene tyrosine-protein kinase ROS",9481.28571428571
"11833","LOC105679114","gene12977","heterogeneous nuclear ribonucleoprotein L",2947.57142857143
"5485","LOC105672767","gene7189","histone acetyltransferase KAT2A-like",3867
"4917","LOC105672199","gene6597","semaphorin-5A",6080
"1547","LOC105668829","gene3510","protein jagged-1",7001
"9749","LOC105677030","gene11054","coiled-coil domain-containing protein 94",1337
"5565","LOC105672847","gene7239","uncharacterized LOC105672847",2349.85714285714
"553","LOC105667835","gene2607","eukaryotic translation initiation factor 5",3206
"4269","LOC105671551","gene6048","uncharacterized LOC105671551",4312
"4296","LOC105671578","gene6044","septin-1",2516
"4266","LOC105671548","gene6047","aldehyde dehydrogenase, mitochondrial",1955
"4265","LOC105671547","gene6046","myb-binding protein 1A",4167
"4150","LOC105671432","gene6041","transcription factor 12",4847.88888888889
"7872","LOC105675153","gene9278","bromodomain adjacent to zinc finger domain protein 2B-like",10216.5
"3742","LOC105671024","gene5586","uncharacterized LOC105671024",7808
"3718","LOC105671000","gene5581","uncharacterized protein DDB_G0284459-like",2950
"3717","LOC105670999","gene5580","",134.5
"3741","LOC105671023","gene5588","uncharacterized LOC105671023",4186.33333333333
"11052","LOC105678333","gene12209","uncharacterized LOC105678333",3066
"11057","LOC105678338","gene12208","uncharacterized LOC105678338",2501
"9587","LOC105676868","gene10907","nucleolysin TIAR",4305.90909090909
"10991","LOC105678272","gene12201","protein BOLA2-like",1314.5
"10990","LOC105678271","gene12200","proline dehydrogenase 1, mitochondrial",2949.5
"10989","LOC105678270","gene12203","two pore calcium channel protein 1-like",3714.66666666667
"10987","LOC105678268","gene12205","AP-3 complex subunit beta-1",3753
"9580","LOC105676861","gene10903","uncharacterized LOC105676861",5300.33333333333
"11838","LOC105679119","gene12913","calcium/calmodulin-dependent protein kinase type 1",1813
"9934","LOC105677215","gene11155","DNA-directed RNA polymerase III subunit RPC2",3582
"9917","LOC105677198","gene11156","uncharacterized LOC105677198",1455.5
"9916","LOC105677197","gene11157","septin-7",3850.57142857143
"2852","LOC105670134","gene4766","uncharacterized LOC105670134",1454
"2849","LOC105670131","gene4767","helicase domino",9556.25
"2850","LOC105670132","gene4764","clustered mitochondria protein homolog",6396
"11749","LOC105679030","gene12916","neurofilament medium polypeptide-like",1138
"6834","LOC105674116","gene8398","utrophin-like",13592
"12412","LOC105679693","gene1806","glutamyl aminopeptidase-like",2643
"12421","LOC105679702","gene1807","uncharacterized LOC105679702",1417.5
"12513","LOC105679794","gene1801","syndecan",5341.66666666667
"6218","LOC105673500","gene7853","band 3 anion exchange protein",6604.3
"2398","LOC105669680","gene4359","glucose transporter type 1",6485.28571428571
"2415","LOC105669697","gene4355","staphylococcal nuclease domain-containing protein 1",4638
"7794","LOC105675075","gene9271","formin-like protein CG32138",3765.66666666667
"7797","LOC105675078","gene9270","guanine nucleotide-binding protein subunit alpha homolog",1417
"9631","LOC105676912","gene10933","zinc finger protein 628-like",5189.5
"8848","LOC105676129","gene10209","mono [ADP-ribose] polymerase PARP16",1398
"8847","LOC105676128","gene10208","myocyte-specific enhancer factor 2",2456.4
"3601","LOC105670883","gene5444","TNF receptor-associated factor family protein DDB_G0272098-like",2382
"4865","LOC105672147","gene6607","palmitoyltransferase ZDHHC23",1340.5
"4863","LOC105672145","gene6606","PR domain zinc finger protein 10-like",4983
"4975","LOC105672257","gene6602","oxidative stress-induced growth inhibitor 2-like",3112
"5012","LOC105672294","gene6601","roquin-1",5084
"5043","LOC105672325","gene6600","calcium-binding mitochondrial carrier protein SCaMC-2-like",1739.66666666667
"4868","LOC105672150","gene6609","lysosomal-trafficking regulator",11418
"6655","LOC105673937","gene8278","ABC transporter G family member 22",4377.25
"6334","LOC105673616","gene7952","tubulin gamma-2 chain-like",1960
"6302","LOC105673584","gene7954","transcription factor IIIB 90 kDa subunit",2575
"6303","LOC105673585","gene7955","BTB/POZ domain-containing protein 6-like",3478
"3050","LOC105670332","gene4978","uncharacterized LOC105670332",3208
"3049","LOC105670331","gene4973","von Hippel-Lindau disease tumor suppressor",483
"3064","LOC105670346","gene4971","prolyl 4-hydroxylase subunit alpha-2",3660
"3066","LOC105670348","gene4970","uncharacterized LOC105670348",1367
"3063","LOC105670345","gene4975","ATP-dependent RNA helicase dbp2-like",3115
"3062","LOC105670344","gene4974","probable helicase with zinc finger domain",3251
"9223","LOC105676504","gene10328","nuclear receptor subfamily 4 group A member 2",3199.5
"3089","LOC105670371","gene5003","uncharacterized LOC105670371",641
"3090","LOC105670372","gene5005","serine/threonine-protein kinase SMG1",12578.4
